Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Kigezi,Rukungiri District,4,2,6,8202,7639,15841.0,10948,8135,19083,3245,2999,6244,2984,2797.0,5781,2,2,4,8139,7582,15721,10843,8057.0,18900,2931,2747,5678,3191,2969,6160,46463,2,2,4,7925,7497,15422,10678,7932,18610,2896,2720,5616,3172,2925,6097,180,498,678,25383,21572,46955,2988,2799,5787,314694.0,376110.0,1381.0,369464.0944,267.5337396,0.7518,29.9278,2023,125.75782249004384,267.533739608979
Ankole,Rwampara District,0,0,0,965,918,1883.0,2061,1378,3439,436,417,853,373,301.0,674,0,0,0,786,756,1542,1622,1039.0,2661,263,224,487,324,304,628,5318,0,0,0,784,756,1540,1613,1033,2646,258,224,482,320,304,624,13,88,101,3835,3014,6849,373,301,674,127725.0,162967.0,542.0,159044.0019,293.4391178,0.7476,30.482,2023,33.43728739511804,293.43911789667897
South Central,Sembabule District,10,6,16,9770,7734,17504.0,14744,9529,24273,5401,4638,10039,5271,4614.0,9885,9,6,15,9538,7573,17111,14335,9260.0,23595,5145,4483,9628,5268,4549,9817,60166,9,7,16,9448,7531,16979,14301,9212,23513,5135,4485,9620,5246,4531,9777,400,1196,1596,35196,26521,61717,5281,4620,9901,252597.0,305971.0,2317.0,300161.5492,129.5474964,0.0638,31.3542,2023,200.4453940231729,129.54749641778162
Teso,Serere District,42,3106,3148,31178,16526,47704.0,26898,7753,34651,12831,10090,22921,11560,10674.0,22234,42,26,68,31003,16628,47631,26871,7747.0,34618,11534,10667,22201,12926,10084,23010,127528,42,25,67,29695,15804,45499,25813,7435,33248,11076,10259,21335,12137,9638,21775,1364,2883,4247,82509,48149,130658,11602,13780,25382,285903.0,358123.0,1495.0,350147.3661,234.212285,1.4994,33.549,2023,364.21236412664825,234.2122850167224
Ankole,Sheema District,1,0,1,858,1003,1861.0,1718,1382,3100,382,379,761,347,374.0,721,1,0,1,834,976,1810,1674,1345.0,3019,337,354,691,370,355,725,6246,1,0,1,814,954,1768,1629,1350,2979,330,342,672,362,348,710,4,30,34,3306,3138,6444,348,374,722,207343.0,252275.0,327.0,247374.9567,756.4983385,0.5515,30.3897,2023,25.249120134560492,756.4983385321101
Bugisu,Sironko District,9,8,17,8924,5803,14727.0,16181,8862,25043,3799,3055,6854,4508,3973.0,8481,5,7,12,8557,5554,14111,15011,8282.0,23293,4163,3683,7846,3613,2918,6531,51793,5,7,12,7748,5096,12844,13762,7770,21532,3530,3221,6751,3107,2618,5725,749,1720,2469,33421,21701,55122,4517,3981,8498,242421.0,298363.0,383.0,292231.8131,763.0073449,1.2302,34.2491,2023,177.23258618074118,763.0073449086162
Teso,Soroti City,71,62,133,15748,6432,22180.0,31688,9537,41225,4857,3951,8808,7087,6422.0,13509,31,33,64,13397,6110,19507,23238,8813.0,32051,5824,5242,11066,4444,3550,7994,70682,27,69,96,12324,5844,18168,21768,8253,30021,5530,4967,10497,4151,3467,7618,1111,3378,4489,59451,26404,85855,7158,6484,13642,98501.0,134199.0,205.0,130112.3185,634.6942365,0.0,0.0,2023,543.2383406495059,634.6942365853658
Teso,Soroti District,48,59,107,18991,8631,27622.0,19700,5153,24853,6885,5038,11923,8007,7204.0,15211,47,58,105,18941,8615,27556,19597,5134.0,24731,8005,7188,15193,6871,5029,11900,79485,41,52,93,18242,8296,26538,18832,4967,23799,7641,6894,14535,6644,4865,11509,1249,2887,4136,53631,26085,79716,8055,7263,15318,198332.0,266189.0,1034.0,258470.1372,249.9711192,1.7229,33.528,2023,307.5210191051812,249.97111914893617
South Central,South Central,801,667,1468,149324,127802,277126.0,212368,137587,349955,84671,79359,164030,81933,77697.0,159630,466,423,889,136249,117763,254012,183006,118824.0,301830,69921,68478,138399,75011,68984,143995,839125,450,433,883,134990,116696,251686,182426,120760,303186,73406,66294,139700,74281,68283,142564,3831,13883,17714,529097,423112,952209,82734,78364,161098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,0.0,0.0
West Nile,Terego District,34,19,53,45449,28770,74219.0,42071,13913,55984,23725,19233,42958,25193,24079.0,49272,31,15,46,42802,26960,69762,37220,12603.0,49823,23621,22461,46082,22563,18349,40912,206625,30,15,45,42284,26732,69016,36667,12388,49055,23437,22381,45818,22222,18054,40276,1616,4228,5844,136472,86014,222486,25227,24098,49325,199303.0,323253.0,1200.0,307992.1811,256.6601509,3.171,31.1252,2023,670.8774205307253,256.6601509166667
Teso,Teso,372,3418,3790,237960,130105,368065.0,271266,99204,370470,104170,77695,181865,101330,92917.0,194247,323,302,625,233985,128489,362474,259674,96600.0,356274,99210,90917,190127,98418,76732,175150,1084650,308,325,633,228384,126098,354482,254905,94843,349748,97270,89099,186369,96347,75223,171570,13945,32226,46171,715098,403339,1118437,101702,96335,198037,1819708.0,2462387.0,11650.0,2389025.851,205.0665966,1.7159,33.6111,2023,454.0135049380008,205.0665966523605
Tooro,Tooro,1439,1094,2533,133527,100104,233631.0,186288,112720,299008,69194,56746,125940,76228,70959.0,147187,1228,920,2148,123907,94115,218022,170255,103936.0,274191,70432,65511,135943,63285,55092,118377,748681,1299,977,2276,127755,95701,223456,173849,105297,279146,72502,67616,140118,64978,53796,118774,4268,11571,15839,466676,341623,808299,77667,72053,149720,1587531.0,2154161.0,8383.0,2089404.687,249.2430737,0.3886,30.3436,2023,358.3226383372232,249.24307372062506
Bukedi,Tororo District,79,65,144,34001,21197,55198.0,40527,16890,57417,19119,15442,34561,23371,22624.0,45995,73,64,137,30628,19000,49628,37024,15565.0,52589,21102,19316,40418,16976,13824,30800,173572,64,57,121,32676,20350,53026,38586,16165,54751,22300,20174,42474,18267,15022,33289,1576,3374,4950,117097,76218,193315,23450,22689,46139,1881415.0,2372489.0,4504.0,2318100.427,514.6759385,0.3886,30.3436,2023,74.87682499788436,514.6759384991119
South Central,Wakiso District,570,572,1142,48054,40393,88447.0,94413,62126,156539,31710,29779,61489,36336,33783.0,70119,327,327,654,36931,31960,68891,69081,46300.0,115381,25260,25465,50725,23194,21417,44611,280262,312,337,649,36931,32097,69028,69778,48856,118634,29224,23826,53050,23063,21477,44540,997,4618,5615,211083,166653,377736,36906,34355,71261,1997418.0,3411177.0,1884.0,3233409.614,1716.247141,0.063,32.4467,2023,86.67692419374367,1716.2471411889596
West Nile,West Nile,376,315,691,375735,242149,617884.0,354786,134699,489485,193061,158329,351390,222196,213001.0,435197,407,295,702,363757,235296,599053,338185,129212.0,467397,216040,206716,422756,189211,154544,343755,1833663,463,293,756,361925,234851,596776,337550,129459,467009,215602,206293,421895,308471,154016,462487,14272,31113,45385,1146154,748493,1894647,222572,213316,435888,2296403.0,3316255.0,10757.0,3196597.361,297.1643916,0.0,0.0,2023,573.6296420598841,297.1643916519476
West Nile,Yumbe District,26,22,48,63719,41001,104720.0,60743,22221,82964,33137,26673,59810,44210,42013.0,86223,24,20,44,62641,40480,103121,58607,21666.0,80273,43448,41244,84692,32810,26259,59069,327199,24,20,44,62585,40413,102998,58553,21630,80183,43423,41204,84627,32789,26235,59024,1657,3624,5281,201835,131930,333765,44236,42035,86271,484822.0,945100.0,2323.0,884073.1863,380.5739071,3.4698,31.2483,2023,370.1039745016866,380.57390714593197
West Nile,Zombo District,13,12,25,15455,9598,25053.0,18260,8233,26493,7412,6262,13674,11811,11164.0,22975,13,12,25,15360,9534,24894,18061,8143.0,26204,11717,11068,22785,7376,6236,13612,87520,13,12,25,15238,9469,24707,18008,8121,26129,11661,11010,22671,7343,6210,13553,445,852,1297,52951,35269,88220,11824,11176,23000,240081.0,312621.0,939.0,304475.3317,324.2548794,2.4882,30.8499,2023,287.4452899397236,324.25487933972306
Karamoja,Abim District,8,9,17,15577,8665,24242.0,15624,5949,21573,6471,5093,11564,9222,8323.0,17545,8,9,17,15494,8621,24115,15451,5895.0,21346,9196,8291,17487,6442,5081,11523,74488,8,9,17,15569,8656,24225,15571,5935,21506,9186,8298,17484,6438,5079,11517,629,1458,2087,46902,28039,74941,9230,8332,17562,107966.0,144084.0,2301.0,144084.0,62.61799218,2.7067,33.6595,2024,516.9762083229228,62.617992177314214
Acholi,Acholi,266,222,488,263063,157299,420362.0,250568,86817,337385,113211,89294,202505,134573,126589.0,261162,253,214,466,258313,154331,412644,245593,85030.0,330623,131962,124347,256309,111178,87773,198951,1198993,254,212,466,258352,154548,412900,245969,84722,330691,131911,124059,255970,111351,87811,199162,9393,19402,28795,761681,460221,1221902,134839,126811,261650,1500762.0,2044355.0,28522.0,2044355.0,71.67642522,0.0,0.0,2024,586.4896263124555,71.67642521562303
West Nile,Adjumani District,43,32,75,24233,18864,43097.0,25366,11574,36940,9855,8514,18369,11912,12171.0,24083,42,61,74,23620,18439,42059,24808,11445.0,36253,11672,11926,23598,9657,8341,17998,119982,42,32,74,23462,18413,41875,24642,11265,35907,11604,11844,23448,9639,8322,17961,743,2049,2792,71409,51155,122564,11955,12203,24158,107966.0,144084.0,2301.0,144084.0,62.61799218,3.2549,31.7195,2024,832.7225784958774,62.617992177314214
Acholi,Agago District,35,15,50,50050,28714,78764.0,48751,14387,63138,20331,15111,35442,24231,22480.0,46711,35,15,50,49904,28664,78568,48607,14347.0,62954,24146,22410,46556,20288,15063,35351,223479,35,15,50,49448,28346,77794,48240,14258,62498,23988,22298,46286,20149,14933,35082,1333,3029,4362,143398,80707,224105,24266,22495,46761,227792.0,307235.0,3493.0,307235.0,87.95734326,2.9251,0.0,2024,727.3878301625791,87.95734325794446
Lango,Alebtong District,16,11,27,20209,9620,29829.0,25206,6647,31853,9302,7169,16471,12045,11156.0,23201,16,11,26,20201,9620,29821,25206,6649.0,31855,12042,11056,23098,9302,7169,16471,101271,15,11,26,19860,9447,29307,24771,6519,31290,11870,10942,22812,9170,7069,16239,1541,3294,4835,66778,34603,101381,12061,11167,23228,227541.0,283509.0,1534.0,283509.0,184.8168188,2.2914,33.2139,2024,357.20559135688814,184.8168187744459
Lango,Amolatar District,6,5,11,14051,7775,21826.0,14608,6702,21310,4772,3810,8582,4546,4217.0,8763,6,5,11,14028,7770,21798,14549,6702.0,21251,4543,4217,8760,4772,3810,8582,60402,6,5,11,13868,7770,21638,14429,6693,21122,4546,4211,8757,4771,3810,8581,843,1697,2540,37983,22509,60492,4552,4222,8774,147166.0,188715.0,1163.0,188715.0,162.2656922,1.6054,32.8084,2024,320.06994674509184,162.26569217540842
Karamoja,Amudat District,17,28,45,3153,2695,5848.0,6268,2814,9082,2389,2335,4724,3067,2954.0,6021,17,28,45,3153,2695,5848,6268,2814.0,9082,3067,2954,6021,2389,2335,4724,25720,17,28,45,3095,2628,5723,6197,2767,8964,3033,2918,5951,2352,2287,4639,154,477,631,14894,10826,25720,3084,2982,6066,105769.0,203358.0,1616.0,203358.0,125.8403465,1.7916,34.9066,2024,126.47646023269307,125.84034653465346
Teso,Amuria District,25,16,41,26747,14722,41469.0,28263,8555,36818,11146,8139,19285,10375,9319.0,19694,25,16,41,26690,14695,41385,28139,8518.0,36657,10317,9307,19624,11123,8135,19258,116965,25,16,41,26295,14451,40746,27669,8333,36002,10158,9159,19317,10950,8000,18950,1145,2837,3982,76556,40751,117307,10400,9335,19735,183348.0,251653.0,1383.0,251653.0,181.9616775,2.0302,33.6428,2024,464.7868294834554,181.96167751265367
Acholi,Amuru District,26,31,57,21617,11325,32942.0,21993,8407,30400,8903,6949,15852,11214,10510.0,21724,25,30,55,21490,11296,32786,21519,8349.0,29868,11086,10394,21480,8859,6935,15794,99983,25,30,55,21231,11177,32408,21128,8255,29383,10967,10304,21271,8757,6855,15612,937,1718,2655,63753,37222,100975,11240,10541,21781,186696.0,247574.0,3619.0,247574.0,68.40950539,3.1042,32.0837,2024,403.8509698110464,68.4095053882288
Ankole,Ankole,124,78,202,66649,56407,123056.0,98512,63162,161674,29014,25295,54309,24870,22447.0,47317,109,69,178,65422,55679,121101,94644,60777.0,155421,24328,21898,46226,28466,24867,53333,376259,109,69,178,64805,55069,119874,93786,60006,153792,23961,21608,45569,28295,24664,52959,1368,4981,6349,219169,167389,386558,24994,22525,47519,2895631.0,3608968.0,15067.0,3608968.0,239.527975,0.0,0.0,2024,104.25667393005423,239.5279750447999
Lango,Apac District,28,22,50,21225,11165,32390.0,26121,11833,37954,6780,5037,11817,7868,6979.0,14847,28,22,50,21043,11009,32052,25685,11589.0,37274,7727,6861,14588,6735,4995,11730,95694,28,22,50,20765,10925,31690,25416,11530,36946,7633,6839,14472,6631,4906,11537,1198,2844,4042,62022,35036,97058,7896,7001,14897,185322.0,221962.0,1783.0,221962.0,124.4879417,1.8445,32.4014,2024,431.1278507131852,124.48794167134044
West Nile,Arua City,32,25,57,10234,6000,16234.0,14202,6790,20992,5052,4079,9131,5191,4901.0,10092,22,12,34,10005,5910,15915,13548,6528.0,20076,4969,4707,9676,4895,3950,8845,54546,22,12,34,9816,5779,15595,13380,6420,19800,5075,4641,9716,4845,3920,8765,1026,2132,3158,34711,21795,56506,5223,4926,10149,309052.0,384656.0,404.0,384656.0,952.1188119,3.0274,30.9071,2024,141.80462543155443,952.1188118811881
West Nile,Arua District,12,0,12,4623,2498,7121.0,4522,1705,6227,1677,1357,3034,1536,1461.0,2997,11,0,11,4376,2394,6770,4023,1584.0,5607,1431,1358,2789,1576,1266,2842,18019,11,0,11,4444,2412,6856,4067,1591,5658,1458,1379,2837,1605,1283,2888,412,680,1092,12370,7021,19391,1548,1461,3009,133534.0,159722.0,800.0,159722.0,199.6525,3.0018,30.9876,2024,112.81476565532613,199.6525
Bukedi,Budaka District,9,10,19,17126,8449,25575.0,18579,5935,24514,8889,6841,15730,13048,11730.0,24778,9,10,19,17119,8442,25561,18570,5931.0,24501,13048,11720,24768,8879,6829,15708,90557,9,10,19,16897,8349,25246,18336,5842,24178,12916,13963,26879,8785,6748,15533,1494,3356,4850,57651,32965,90616,13057,11740,24797,207597.0,281537.0,410.0,281537.0,686.6756098,1.1005,34.0196,2024,321.652216227352,686.6756097560975
Bugisu,Bududa District,1,1,2,2346,1601,3947.0,4436,2596,7032,878,718,1596,1017,981.0,1998,1,1,2,2345,1600,3945,4436,2596.0,7032,1017,981,1998,878,718,1596,14573,1,1,2,2345,1600,3945,4435,2596,7031,1017,981,1998,873,718,1591,232,513,745,8678,5897,14575,1018,982,2000,210173.0,26897.0,318.0,26897.0,84.58176101,1.003,34.3338,2024,541.8076365393911,84.58176100628931
Busoga,Bugiri District,20,14,34,8597,4784,13381.0,14229,5650,19879,5417,4386,9803,7442,6799.0,14241,19,14,32,8528,4728,13256,14060,5588.0,19648,7418,6722,14140,5399,4346,9745,56821,19,13,32,8441,4670,13111,14042,5521,19563,7265,6608,13873,5390,4286,9676,920,1524,2444,35705,21633,57338,7462,6813,14275,382913.0,480345.0,1033.0,480345.0,465.0,0.5316,0.0,2024,118.292060914551,465.0
Bugisu,Bugisu,336,242,578,56260,37386,93646.0,106151,54517,160668,28113,22216,50329,37127,31741.0,68868,286,200,477,53015,35507,88522,98154,51350.0,149504,35154,30202,65356,26760,21217,47977,351836,283,194,477,53344,35777,89121,97197,51141,148338,35194,31284,66478,26820,21274,48094,4149,8922,13071,227987,146102,374089,37463,31983,69446,1469892.0,1827757.0,2447.0,1827757.0,746.9378831,1.0783,34.1737,2024,192.49604843532265,746.9378831221904
Busoga,Bugweri District,8,7,15,13580,8336,21916.0,21087,9032,30119,8158,6720,14878,10405,9106.0,19511,8,7,16,13500,8305,21805,20840,8896.0,29736,10364,9056,19420,8153,6711,14864,85841,10,6,16,13388,8235,21623,20545,8736,29281,10290,8964,19254,8091,6643,14734,1315,2909,4224,53238,33201,86439,10413,9113,19526,164886.0,211511.0,302.0,211511.0,700.3675497,0.6116,33.5952,2024,405.84650443712144,700.3675496688742
Ankole,Buhweju District,2,3,5,273,254,527.0,444,417,861,133,108,241,181,123.0,304,2,3,5,263,240,503,439,407.0,846,176,121,297,124,100,224,1875,2,3,5,263,240,503,439,407,846,176,120,296,124,100,224,7,29,36,1033,905,1938,183,126,309,12072.0,167921.0,751.0,167921.0,223.5965379,0.3558,30.3897,2024,11.165964947802836,223.5965379494008
North Central,Buikwe District,31,18,49,14792,14914,29706.0,23646,15008,38654,8675,7441,16116,10265,8825.0,19090,17,13,31,13784,10912,24696,20954,14172.0,35126,9374,8176,17550,8177,6978,15155,92558,18,13,31,13570,10691,24261,20508,13881,34389,9228,7995,17223,8025,6928,14953,926,2320,3246,57409,46206,103615,10296,8843,19139,422771.0,520158.0,1270.0,520158.0,409.5732283,0.2827,0.0,2024,177.94208682746395,409.5732283464567
Teso,Bukedea District,31,23,54,29123,15675,44798.0,33362,13329,46691,13728,10375,24103,14646,12684.0,27330,27,22,49,27817,15112,42929,32083,12903.0,44986,14313,12347,26660,13398,9831,23229,137853,27,22,49,27545,14828,42373,38674,12763,51437,13863,11850,25713,13160,9685,22845,2306,5476,7782,90890,52086,142976,14677,12707,27384,203600.0,282864.0,1032.0,282864.0,274.0930233,1.3557,34.1087,2024,487.3472764296623,274.09302325581393
Bukedi,Bukedi,201,180,381,125953,69783,195736.0,160535,53091,213626,69418,55887,125305,108181,97792.0,205973,179,169,357,123939,68783,192722,157112,51455.0,208567,106524,96373,202897,68250,54919,123169,727712,177,180,357,122718,68103,190821,155106,50642,205748,105452,98307,203759,67728,54421,122149,9786,20958,30744,464288,276733,741021,108382,97972,206354,1881415.0,2372489.0,4504.0,2372489.0,526.7515542,0.0,0.0,2024,306.72934626883415,526.7515541740675
South Central,Bukomansimbi District,3,9,12,3629,3110,6739.0,4753,2612,7365,2142,2023,4165,2136,2244.0,4380,3,9,12,3617,3101,6718,4738,2570.0,7308,2119,2222,4341,2139,2047,4186,22565,3,9,12,3589,3085,6674,4647,2534,7181,2105,2207,4312,2121,2025,4146,165,544,709,12663,9998,22661,2139,2253,4392,151413.0,197568.0,600.0,197568.0,329.28,0.1433,31.6055,2024,114.21384029802398,329.28
Bugisu,Bukwo District,1,1,2,1482,1353,2835.0,2662,2223,4885,720,642,1362,650,552.0,1202,1,1,2,1267,1215,2482,2182,2038.0,4220,517,451,968,617,580,1197,8869,1,1,2,1240,1189,2429,2128,1987,4115,501,445,946,609,562,1171,15,54,69,5515,4771,10286,651,553,1204,89356.0,114396.0,525.0,114396.0,217.8971429,1.2819,34.7299,2024,77.52893457813211,217.89714285714285
Bugisu,Bulambuli District,47,15,62,8126,5174,13300.0,12650,5732,18382,3499,2814,6313,4478,3914.0,8392,44,14,50,6762,4416,11178,10205,4877.0,15082,3786,3344,7130,2968,2387,5355,38795,41,9,50,7535,4902,12437,11091,5224,16315,4111,3631,7742,3297,2628,5925,424,937,1361,28800,17649,46449,4525,3929,8454,174513.0,235391.0,695.0,235391.0,338.6920863,1.4815,34.2866,2024,164.81088911640632,338.69208633093524
Bunyoro,Buliisa District,13,3,16,10031,6203,16234.0,11373,6245,17618,4821,3765,8586,6896,6122.0,13018,11,3,15,9364,5852,15216,10617,5769.0,16386,6459,5783,12242,4591,3579,8170,52029,12,3,15,9873,6085,15958,11991,6104,18095,6807,6016,12823,4762,3708,8470,787,1762,2549,33134,22338,55472,6909,6125,13034,113161.0,167894.0,1367.0,167894.0,122.8193124,1.8992,31.3542,2024,309.8919556386768,122.81931236283833
Tooro,Bundibugyo District,10,7,17,9249,5054,14303.0,17772,12235,30007,3726,2853,6579,4487,3924.0,8411,10,7,16,9269,5069,14338,17667,10130.0,27797,4470,3922,8392,3627,2851,6478,57021,9,7,16,9257,5061,14318,17637,10119,27756,4485,3924,8409,3631,2854,6485,352,652,1004,35244,24073,59317,4497,3931,8428,224387.0,264778.0,850.0,264778.0,311.5035294,0.6852,0.0,2024,215.35399466723067,311.5035294117647
Tooro,Bunyangabu District,4,4,8,1844,1575,3419.0,3861,3896,7757,1118,889,2007,1182,1101.0,2283,4,3,7,1508,1280,2788,3248,3457.0,6705,926,859,1785,941,716,1657,12942,4,3,7,1510,1283,2793,3223,3446,6669,925,857,1782,929,712,1641,134,307,441,8009,7465,15474,1186,1105,2291,170247.0,219012.0,466.0,219012.0,469.9828326,0.4871,30.2051,2024,59.092652457399595,469.9828326180257
Bunyoro,Bunyoro,298,210,508,91642,61834,153476.0,110626,56537,167163,44847,36700,81547,58572,54788.0,113360,316,182,458,92723,60075,152798,105800,53631.0,159431,56448,52784,109232,43056,35673,78729,500648,263,195,458,88665,59896,148561,107173,53679,160852,56426,52742,109168,43215,35437,78652,7169,16609,23778,305985,210069,516054,58870,54998,113868,2028545.0,2792732.0,16580.0,2792732.0,168.439807,0.0,0.0,2024,179.26818613458076,168.43980699638118
Ankole,Bushenyi District,6,0,6,1207,1181,2388.0,2864,2519,5383,415,423,838,481,464.0,945,1,0,1,1153,1112,2265,2603,2030.0,4633,448,423,871,395,403,798,8568,1,0,1,1142,1089,2231,2560,2005,4565,443,422,865,393,393,786,26,89,115,4973,4587,9560,487,464,951,234443.0,283392.0,845.0,283392.0,335.3751479,0.4875,30.1127,2024,30.233739837398375,335.37514792899407
Bukedi,Busia District,81,78,159,18417,12019,30436.0,31233,12824,44057,10019,8344,18363,13930,12746.0,26676,62,72,145,17473,11457,28930,29642,12217.0,41859,13044,12006,25050,9465,7873,17338,113322,62,83,145,17250,11293,28543,29332,11927,41259,12868,12241,25109,9440,7796,17236,1236,2458,3694,73680,46011,119691,14011,12824,26835,323662.0,412671.0,729.0,412671.0,566.0781893,0.4045,34.0196,2024,274.60616326322906,566.0781893004115
Busoga,Busoga,474,344,818,248135,143644,391779.0,416016,181451,597467,144784,112979,257763,195398,172849.0,368247,438,324,721,244967,141970,386937,405852,176920.0,582772,193121,170809,363930,143149,111471,254620,1588980,425,296,721,241828,139399,381227,398436,174397,572833,191462,168934,360396,142116,110056,252172,25837,59856,85693,1004807,611267,1616074,195872,173193,369065,3583196.0,4363295.0,9443.0,4363295.0,462.0666102,0.0,0.0,2024,364.1697386951833,462.06661018744046
Bukedi,Butaleja District,30,11,41,11239,7040,18279.0,16543,6715,23258,6853,5588,12441,8419,7728.0,16147,29,9,38,10876,6907,17783,15952,6391.0,22343,8216,7544,15760,6704,5471,12175,68099,29,9,38,10426,6686,17112,15099,6071,21170,7848,7184,15032,6554,5291,11845,767,1499,2266,43084,27082,70166,8449,7739,16188,244153.0,312771.0,655.0,312771.0,477.5129771,0.0,0.0,2024,217.72798629028907,477.51297709923665
South Central,Butambala District,0,2,2,3772,3510,7282.0,4523,2912,7435,1565,1562,3127,1344,1173.0,2517,0,2,2,3805,3561,7366,4530,2932.0,7462,1357,1158,2515,1580,1588,3168,20513,0,2,2,3732,3491,7223,4438,2887,7325,1348,1140,2488,1561,1571,3132,105,389,494,11204,9159,20363,1344,1175,2519,10084.0,146516.0,405.0,146516.0,361.7679012,0.1742,32.1065,2024,140.00518714679623,361.7679012345679
Bukedi,Butebo District,32,19,51,10603,5101,15704.0,11914,3531,15445,5196,3622,8818,6568,5458.0,12026,30,17,47,10318,5005,15323,11614,3466.0,15080,6489,5391,11880,5123,3583,8706,51036,30,17,47,10314,4996,15310,11600,3456,15056,6453,5386,11839,5110,3582,8692,477,1032,1509,34313,17731,52044,6600,5477,12077,111762.0,171433.0,236.0,171433.0,726.4110169,1.2393,33.83,2024,297.70230935700823,726.4110169491526
